train_loss_history,train_acc_history,val_loss_history,val_acc_history
44.82135728721619,0.1003,46.83622168279757,0.1013
36.160153515625,0.0969,34.44697942551534,0.1013
35.9758056930542,0.09935,38.272902907839246,0.098
36.05402745056152,0.10065,35.93817504348269,0.0963
36.2807092376709,0.10215,44.93955726380561,0.0991
36.28630121154785,0.100375,54.34806451979716,0.1032
35.96848772888183,0.101175,25.181805920449033,0.0963
36.6513650680542,0.098875,39.45379961827758,0.1032
36.20524412841797,0.09955,35.506820071275065,0.0991
36.20935477600098,0.1022,39.994604936830555,0.1013
36.05063087158203,0.098375,34.62856926887658,0.1028
36.266635974121094,0.1,36.69792567696541,0.0963
36.337819140625,0.099125,34.39021517516701,0.1021
36.27679901885986,0.097875,38.41544515767674,0.0993
36.01603452911377,0.0989,34.49161279277437,0.1028
36.41490852355957,0.09595,42.96662567527431,0.0993
36.04891393432617,0.1001,31.30201328787834,0.1032
36.195012580871584,0.102,49.529472837022915,0.0991
36.41356891174316,0.097975,48.66084969878956,0.0993
36.04111738128662,0.101625,27.324494124977452,0.0963
36.35467509613037,0.101075,30.20998506485277,0.0977
36.13296298675537,0.09965,44.31848851586603,0.098
36.24206865997314,0.099475,32.607062540236555,0.1028
35.917611654663084,0.101325,41.00914357422264,0.0993
36.104520545959474,0.101675,33.90868071537868,0.1032
36.064376510620114,0.098525,47.52535029125821,0.0963
36.577931878662106,0.099025,42.9867879296564,0.0993
36.638239720153805,0.0968,36.886185299818685,0.098
36.065714546203615,0.0998,32.44267537791258,0.1032
36.07843029174805,0.09885,45.85656592496641,0.0993
35.88696716156006,0.0993,30.50216518086233,0.0991
35.953945013427735,0.0999,46.10480710655261,0.0977
35.94004782104492,0.099775,29.376134447231415,0.1002
36.49610499267578,0.099875,42.22525349999689,0.1028
36.11871552429199,0.1011,32.429080768755284,0.0993
35.80883519134522,0.103,52.03700319520987,0.1032
36.19636240081787,0.099775,42.49980766150602,0.098
35.812612997436524,0.100725,50.96193126508385,0.1032
36.416017680358884,0.099125,54.69942102614482,0.0993
35.93773188018799,0.09965,50.75543455864973,0.1013
36.5087741821289,0.09975,33.00674544170404,0.0963
35.79420698852539,0.100675,37.86566719735504,0.1013
36.58764984741211,0.1006,32.414778836973156,0.1032
35.82974883117676,0.10235,35.90519366902151,0.1002
36.01180518798828,0.10035,34.74213803042272,0.1013
36.11618409729004,0.100825,33.322543806331176,0.0991
36.13179356384278,0.09725,39.87178943415356,0.1028
36.014679650878904,0.099875,38.95670748668112,0.1028
36.23585969848633,0.09985,32.151555978568496,0.0991
36.30033669738769,0.1007,40.207375933410255,0.1032
36.116402410888675,0.1007,24.89495596916053,0.0977
36.295980564880374,0.098075,36.43692944763573,0.0991
36.247283268737796,0.100075,31.309357503417193,0.1032
36.51954382629395,0.09955,41.0192539555252,0.1021
36.387304971313476,0.09735,44.299451014038866,0.1021
35.97618185119629,0.101975,29.506313870666894,0.1002
36.303740808105466,0.09765,26.776909834260394,0.098
35.92560993499756,0.1013,46.493734955028366,0.0993
36.09821846923828,0.101025,36.06647846197627,0.1002
35.99487738342285,0.09995,29.434363067529763,0.098
35.68796316833496,0.100925,35.143719642784944,0.1013
36.165490965271,0.1002,32.01724494642513,0.1032
36.52385870361328,0.098625,37.48270249822337,0.0993
36.03911634063721,0.101475,35.14784576027257,0.1021
36.03062535705566,0.10145,45.52600824149551,0.0963
36.088612963867185,0.1014,29.938771181045823,0.1021
36.161359831237796,0.100725,42.084223607543166,0.0993
36.040738958740235,0.097725,31.85308350727057,0.098
36.20994554595947,0.100875,42.81502817238972,0.1002
36.297804565429686,0.09695,29.094951338069453,0.1013
36.44210522766113,0.098625,42.94230768483156,0.1021
36.10733272399902,0.0991,37.06341585535912,0.1028
36.13220224609375,0.0999,29.742389241601252,0.1032
36.05089573822021,0.099725,35.980070515043415,0.0977
36.371925405883786,0.098825,41.395498798151685,0.0991
35.99130696105957,0.10155,33.913255472851404,0.0991
36.53673384399414,0.1008,41.25372941326943,0.1032
36.022438052368166,0.098725,34.9941592611325,0.0963
35.89545690002441,0.101175,32.45232803198942,0.0963
35.89527644958496,0.10145,42.825614953496654,0.0993
36.37481293640137,0.09945,36.64271796888607,0.1028
36.25586703491211,0.10025,35.11809906686187,0.0963
36.311788986206054,0.10035,25.874466027423836,0.0977
36.29902464599609,0.09855,28.320261366048435,0.1002
35.896821940612796,0.1031,24.814857774479375,0.0993
36.33162160644531,0.10005,35.58133161751328,0.1013
35.776989543151856,0.099625,41.316505383534036,0.1028
36.386822778320315,0.098725,30.70322136362647,0.1002
36.29223846282959,0.102275,45.309365120663,0.1032
36.275680291748046,0.099625,37.957057248255246,0.1013
36.05481371765137,0.1016,35.61158668615256,0.1028
36.29634736938477,0.1001,33.66373248009165,0.0991
36.20618033905029,0.101725,35.29092947844487,0.1032
36.53608374633789,0.099675,33.21346099513352,0.0963
35.86551146850586,0.099425,35.65501847236779,0.1002
36.356556948852536,0.0992,41.8334402582448,0.1028
36.20473263854981,0.1015,27.85119914401109,0.1021
36.09923129577637,0.1006,22.986330676230654,0.0963
36.316684294128414,0.10025,37.88314858211833,0.1002
35.70357341156006,0.102925,31.71562352757545,0.0991
