train_loss_history,train_acc_history,val_loss_history,val_acc_history
2.087790143585205,0.265575,1.8728322238679145,0.3735
1.6134119493484498,0.4541,1.4724666798950001,0.4937
1.332743890094757,0.540725,1.2412634017361197,0.5762
1.0648146481513978,0.631825,0.9533285502415554,0.6695
0.9100231595039368,0.682025,0.8928717036915433,0.6874
0.8257201888084411,0.710575,0.8920558630281193,0.6897
0.7681440561771393,0.73105,0.8102798763733761,0.7189
0.7279067768573761,0.74705,0.7857320320074725,0.7291
0.688233818769455,0.7581,0.7986443149056405,0.7273
0.6577910054683686,0.768575,0.8151774936041255,0.7249
0.6305345956325531,0.7795,0.7723695108085681,0.7336
0.6107804367542267,0.785225,0.7570608780262577,0.7414
0.5862535051107407,0.794325,0.8037188235361865,0.7297
0.5727535853385926,0.797925,0.7800063058069557,0.7398
0.5634400897502899,0.800725,0.8018035788065309,0.7333
0.5403703911542892,0.810175,0.8148345998518026,0.7313
0.5258138156890869,0.813475,0.7907843802385269,0.739
0.5142711687326431,0.8192,0.8442951558501857,0.7288
0.5112974267721176,0.818925,0.838586693926222,0.7301
0.5103011279821396,0.819625,0.8475753399217205,0.7318
0.4915534371852875,0.8269,0.8354610347064437,0.7365
0.48388850388526916,0.826825,0.8277524079486822,0.7383
0.471555979347229,0.834725,0.8341716469093493,0.7404
0.48162296476364136,0.827525,0.85097418184493,0.7358
0.4624213014125824,0.8351,0.847875613695497,0.7333
0.45484862451553343,0.838325,0.8771501382824721,0.7381
0.4551240584850311,0.8392,0.9173504926596477,0.7316
0.45262853298187256,0.8388,0.8364506715042576,0.7419
0.4503277563095093,0.8417,0.8754124544608365,0.7336
0.44516843879222867,0.842075,0.8595541516307054,0.7402
0.4416517493724823,0.844425,0.8896959830241599,0.7408
0.4388530537366867,0.841175,0.9171213849334959,0.7387
0.4356323041915894,0.846675,0.9139840925575062,0.7341
0.43083246834278105,0.848375,0.9319797213290147,0.727
0.4332999181270599,0.847825,0.888310339610288,0.7363
0.4279834124326706,0.84845,0.9137819599194131,0.7289
0.42740000106096265,0.84685,0.8967682481951015,0.7363
0.4238452084541321,0.849425,0.9143660915125708,0.7368
0.41849075922966006,0.8523,0.9703463086277057,0.7334
0.4147562272787094,0.852775,0.9119028056123454,0.7275
0.4220285002231598,0.85055,0.9085371387991935,0.7349
0.4185705760717392,0.8527,1.0133616878728198,0.7229
0.41395915632247926,0.852675,0.9505297896588684,0.7295
0.4080892921566963,0.855425,0.9053782547355458,0.7398
0.41231025438308716,0.85395,0.9503120256077712,0.7327
0.4177764579772949,0.85085,0.9924722602412959,0.7182
0.40576572325229643,0.85685,0.9687417529191181,0.7238
0.41390229808092116,0.855225,0.9810657292414623,0.7318
0.4110383887529373,0.8539,0.9419796977453171,0.7277
0.4139897355079651,0.852925,0.9832658424119282,0.7312
0.40251927535533905,0.857275,0.9497740817297796,0.7335
0.4070130991458893,0.8557,0.9676443399137752,0.736
0.4110942844629288,0.85505,0.9882294385676171,0.7255
0.40171047847270963,0.8592,0.9846343546156671,0.7311
0.39822610063552855,0.85885,0.9914450129126288,0.7323
0.41261261947155,0.855375,0.9458335514660854,0.7354
0.3988931401014328,0.859425,0.9935807699610473,0.7283
0.3999094236373901,0.858625,1.0256882670578684,0.7255
0.401816037607193,0.857575,1.001669984524417,0.7355
0.39512240409851074,0.861925,0.9985742485447294,0.7284
0.4021584169745445,0.857875,1.0095648807325182,0.7322
0.402143405854702,0.8587,1.0474308212851262,0.7247
0.39483581199645995,0.8625,0.9757802545265027,0.7321
0.39328739750385283,0.862325,1.0201785374598897,0.7285
0.4001516649961472,0.858325,1.0679697776865806,0.7187
0.3894228415966034,0.861975,1.0262281334703895,0.7277
0.3891865866184235,0.864925,1.0135647694396366,0.7252
0.39260874178409577,0.8615,1.0274363463851297,0.7318
0.38839122562408446,0.863,0.9723175428095897,0.7403
0.39329208652973174,0.86145,0.9734220728752719,0.7356
0.39318219501972196,0.861875,1.0272971475200288,0.7289
0.39603483037948606,0.8613,1.0176862707942913,0.7258
0.38970738464593885,0.862525,1.054960479781886,0.722
0.39689677127599715,0.859375,1.0381645913336688,0.7237
0.3994886650323868,0.859325,0.9947996834281144,0.7259
0.39387001361846924,0.859925,1.0608208403465853,0.7304
0.3909912773251534,0.86315,1.0424960043020308,0.7251
0.3868266560673714,0.865225,1.0231285321105057,0.7243
0.3845279088616371,0.86565,1.0241522266986265,0.7296
0.3829379623413086,0.8648,1.0129460115341624,0.7243
0.3835137335419655,0.865025,1.0507845806468064,0.7261
0.3944774631738663,0.862375,1.1100169076661395,0.7297
0.3963675963759422,0.861575,1.0309212813331823,0.7202
0.37471308336257936,0.86875,1.0625238109166455,0.7254
0.3867023612380028,0.8632,1.0940319941302015,0.7222
