train_loss_history,train_acc_history,val_loss_history,val_acc_history
1.965411302947998,0.2761,1.717697918794717,0.3635
1.5657796632766723,0.43245,1.453439253910332,0.4685
1.4218430061340332,0.4859,1.4024728103807778,0.4905
1.3204413800239563,0.528975,1.283476537959591,0.5357
1.2338096898078919,0.5609,1.215816532730297,0.57
1.1810156579017639,0.581625,1.1698664859601646,0.5916
1.147406582736969,0.593375,1.180679813691765,0.5818
1.1131855122566223,0.6069,1.1525650195255401,0.5963
1.0860178505897522,0.6179,1.115194250823586,0.6072
1.0647673329353333,0.625675,1.1414900281626708,0.5985
1.0491755661010742,0.629975,1.2078380227848222,0.5816
1.0240652297019959,0.640625,1.1011767413965456,0.62
1.013993557357788,0.6428,1.0788703720281079,0.6258
1.0022396821975708,0.648625,1.1102853994460622,0.6114
0.9839186709403992,0.654025,1.0647164008040337,0.627
0.9692076733589172,0.65715,1.0701484034775168,0.6319
0.9615667132377624,0.6602,1.078169373190327,0.6288
0.9482859936714172,0.666375,1.0788472537781781,0.6349
0.9406265845298767,0.6673,1.0927107364508757,0.628
0.9293185948371887,0.6727,1.1034890720798711,0.6207
0.9236061426162719,0.6723,1.0615935329419033,0.6337
0.9214577773094177,0.67585,1.1053447066598636,0.6262
0.9097208100318909,0.68015,1.0820177273385843,0.6329
0.9072805234909057,0.67775,1.081614493944083,0.6268
0.8956938005447388,0.6836,1.0848377813958818,0.6259
0.9009348743438721,0.684775,1.172095159436487,0.5964
0.8931097144126892,0.68395,1.0807560568402528,0.6284
0.8815640758514405,0.68935,1.1244753876309486,0.621
0.8891887936592102,0.685225,1.121655687784693,0.6244
0.8765908857345581,0.68975,1.1318979164597336,0.6184
0.8713909431934357,0.69445,1.1120903305946641,0.6226
0.8731933257579804,0.69215,1.0843102651037229,0.635
0.8679682606697082,0.6936,1.1269710215793294,0.6169
0.8624281109333038,0.69525,1.11148444824158,0.6241
0.866983371925354,0.6975,1.0885737067574908,0.6314
0.8573641457557678,0.69565,1.0998636237375297,0.625
0.8547254822731019,0.697125,1.1083451562626347,0.6277
0.851632563829422,0.6975,1.1589276805804793,0.6183
0.8530482515335083,0.6979,1.1129093314432035,0.6265
0.8446981388092041,0.700925,1.1183801807795362,0.6235
0.8443154504776001,0.7024,1.1210069261538755,0.6256
0.8538124322414398,0.6982,1.1622624723774613,0.6097
0.8358884518623352,0.703825,1.106459476006259,0.6303
0.8417301487445832,0.703375,1.0960112039450627,0.6292
0.8367679174423218,0.704825,1.1377147829077046,0.6205
0.8360114057064056,0.705175,1.1329580689691434,0.624
0.8242626747131347,0.70975,1.106689803919215,0.6289
0.8299270020484925,0.705425,1.122001658199699,0.6295
0.8292639145374298,0.7065,1.1291280388832092,0.6229
0.8204770457267762,0.7118,1.1152091007323781,0.6296
0.8222547075748443,0.7101,1.1390637034063886,0.6212
0.8201443853378296,0.711575,1.1695458801688663,0.6168
0.8192279998779297,0.7093,1.127949881705509,0.6255
0.8171296559810638,0.712475,1.11238015077676,0.6317
0.8107822170734406,0.711925,1.1351132518166949,0.6235
0.8103729837417603,0.710575,1.141798837929015,0.6215
0.8179388501167297,0.710025,1.1263575022387657,0.6256
0.8108171507358551,0.7144,1.142836660336537,0.6256
0.8107997248649598,0.7151,1.110653368151112,0.6351
0.8020806994915008,0.71745,1.1614696592282339,0.6181
0.8127537436008453,0.712,1.121587177370764,0.636
0.8028552827358246,0.71475,1.2124978960699337,0.6143
0.8093949835777283,0.712175,1.1731171228323773,0.6214
0.7985331790924072,0.717275,1.1812612520661323,0.611
0.8029688072681427,0.71685,1.1583147929732207,0.6212
0.799320365524292,0.718625,1.1562661023656273,0.6158
0.7996133551120758,0.715725,1.1741109573917023,0.6145
0.8020530304431915,0.717,1.170051006374845,0.6172
0.800676721572876,0.7189,1.1850770901722514,0.6158
0.7987802418231964,0.7158,1.153642061409677,0.6256
0.7956656054973602,0.7181,1.1679934445460132,0.6263
0.7917590214252472,0.719775,1.1645829039774123,0.6278
0.7935472175121308,0.715875,1.1835139412788829,0.6181
0.7928218896865845,0.7191,1.1800353975053046,0.6154
0.7912638328075409,0.71875,1.1741400752097937,0.6244
0.7925219808101654,0.71935,1.2015860824827935,0.6185
0.7873522552967072,0.720225,1.2086463783197343,0.6133
0.7878834159851075,0.721475,1.1553535055203044,0.6235
0.7827817171096801,0.722075,1.1944939630806066,0.6164
0.7866757142543793,0.723,1.185127240837,0.6237
0.7871266985416412,0.7197,1.192100622092083,0.6163
0.782455040884018,0.72275,1.1776036548007065,0.6218
0.7830668917179108,0.720775,1.202499759045376,0.6135
0.7838133512020111,0.722675,1.1673614538399277,0.623
0.7826396207809448,0.7242,1.2497342456677916,0.6049
0.7762960008621216,0.7259,1.1715560361837885,0.6201
0.7778368703365326,0.7241,1.2113111220347654,0.6153
0.7806476985931396,0.72515,1.1733266229082824,0.6217
0.7807973362445831,0.7238,1.1762387152690037,0.6203
0.777449041557312,0.7231,1.1792132865851093,0.6186
0.7735083937168121,0.72205,1.2280973541508815,0.6126
0.7778869269371033,0.724475,1.2215849013085578,0.6129
0.7778829206943512,0.722475,1.2051492454899344,0.6184
0.7751721615314484,0.724825,1.2141725937272334,0.6177
0.781321869802475,0.721725,1.236920435337504,0.6135
0.7735766690254211,0.72205,1.1905524893930763,0.6201
0.7684864847183227,0.72775,1.2252306904003119,0.6132
0.7697678061962128,0.72495,1.179585382057603,0.6203
0.7722892946243286,0.722925,1.211044220408057,0.6133
0.7673722108840942,0.7263,1.2055470351200954,0.6236
