epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
9,0.5559,0.5369,0.7364549441222238,0.7355,MLP520-Tanh-Adagrad-0.01-0
10,0.5577,0.5401,0.7343330032536427,0.7328,MLP520-Tanh-Adagrad-0.01-0
11,0.5578,0.5443,0.7289574197199038,0.7254,MLP520-Tanh-Adagrad-0.01-0
12,0.559,0.5365,0.73687933229594,0.7364,MLP520-Tanh-Adagrad-0.01-0
13,0.5591,0.5363,0.7363134813976517,0.7355,MLP520-Tanh-Adagrad-0.01-0
14,0.5584,0.5355,0.7356061677747914,0.735,MLP520-Tanh-Adagrad-0.01-0
15,0.5618,0.5353,0.7350403168765031,0.7348,MLP520-Tanh-Adagrad-0.01-0
16,0.5573,0.5359,0.7361720186730797,0.7348,MLP520-Tanh-Adagrad-0.01-0
17,0.557,0.5348,0.7358890932239355,0.735,MLP520-Tanh-Adagrad-0.01-0
18,0.5576,0.536,0.7365964068467958,0.7354,MLP520-Tanh-Adagrad-0.01-0
19,0.5569,0.5355,0.7363134813976517,0.7352,MLP520-Tanh-Adagrad-0.01-0
20,0.5568,0.5339,0.7356061677747914,0.7349,MLP520-Tanh-Adagrad-0.01-0
21,0.5579,0.5347,0.7370207950205121,0.7361,MLP520-Tanh-Adagrad-0.01-0
22,0.5575,0.5339,0.7364549441222238,0.7359,MLP520-Tanh-Adagrad-0.01-0
23,0.5568,0.5359,0.7375866459188004,0.7364,MLP520-Tanh-Adagrad-0.01-0
24,0.56,0.5347,0.7363134813976517,0.7355,MLP520-Tanh-Adagrad-0.01-0
25,0.5573,0.5342,0.7385768849908049,0.7375,MLP520-Tanh-Adagrad-0.01-0
26,0.5551,0.5336,0.7375866459188004,0.7366,MLP520-Tanh-Adagrad-0.01-0
27,0.552,0.5336,0.7370207950205121,0.7359,MLP520-Tanh-Adagrad-0.01-0
28,0.5541,0.5338,0.73687933229594,0.7363,MLP520-Tanh-Adagrad-0.01-0
29,0.5541,0.5349,0.7354647050502192,0.7339,MLP520-Tanh-Adagrad-0.01-0
30,0.555,0.5334,0.7381524968170887,0.7372,MLP520-Tanh-Adagrad-0.01-0
31,0.5537,0.5331,0.7365964068467958,0.7359,MLP520-Tanh-Adagrad-0.01-0
32,0.5592,0.5337,0.7371622577450841,0.7359,MLP520-Tanh-Adagrad-0.01-0
33,0.5518,0.5324,0.7360305559485075,0.7356,MLP520-Tanh-Adagrad-0.01-0
34,0.5553,0.5327,0.7375866459188004,0.7366,MLP520-Tanh-Adagrad-0.01-0
35,0.5588,0.5343,0.7375866459188004,0.7362,MLP520-Tanh-Adagrad-0.01-0
36,0.5514,0.5323,0.7377281086433725,0.7367,MLP520-Tanh-Adagrad-0.01-0
37,0.5505,0.5327,0.7384354222662328,0.7373,MLP520-Tanh-Adagrad-0.01-0
38,0.5534,0.5347,0.7344744659782148,0.7323,MLP520-Tanh-Adagrad-0.01-0
39,0.5508,0.5346,0.7351817796010751,0.733,MLP520-Tanh-Adagrad-0.01-0
40,0.5596,0.5322,0.7385768849908049,0.7378,MLP520-Tanh-Adagrad-0.01-0
41,0.5517,0.5318,0.7375866459188004,0.7369,MLP520-Tanh-Adagrad-0.01-0
42,0.5563,0.5328,0.7374451831942284,0.7368,MLP520-Tanh-Adagrad-0.01-0
43,0.5545,0.532,0.7385768849908049,0.7376,MLP520-Tanh-Adagrad-0.01-0
44,0.5505,0.5318,0.7380110340925167,0.7373,MLP520-Tanh-Adagrad-0.01-0
45,0.5585,0.5337,0.7350403168765031,0.7333,MLP520-Tanh-Adagrad-0.01-0
46,0.5525,0.5316,0.738718347715377,0.738,MLP520-Tanh-Adagrad-0.01-0
47,0.5496,0.5314,0.7381524968170887,0.737,MLP520-Tanh-Adagrad-0.01-0
48,0.5577,0.5326,0.7377281086433725,0.7365,MLP520-Tanh-Adagrad-0.01-0
49,0.5529,0.5319,0.7381524968170887,0.7373,MLP520-Tanh-Adagrad-0.01-0
50,0.5571,0.5319,0.7381524968170887,0.7374,MLP520-Tanh-Adagrad-0.01-0
51,0.5484,0.5309,0.7378695713679445,0.7372,MLP520-Tanh-Adagrad-0.01-0
52,0.5514,0.5309,0.7384354222662328,0.7377,MLP520-Tanh-Adagrad-0.01-0
53,0.556,0.5323,0.7385768849908049,0.7376,MLP520-Tanh-Adagrad-0.01-0
54,0.5554,0.5316,0.7377281086433725,0.7372,MLP520-Tanh-Adagrad-0.01-0
55,0.5577,0.5315,0.7380110340925167,0.737,MLP520-Tanh-Adagrad-0.01-0
56,0.557,0.5317,0.7378695713679445,0.737,MLP520-Tanh-Adagrad-0.01-0
57,0.5563,0.5327,0.7385768849908049,0.7371,MLP520-Tanh-Adagrad-0.01-0
58,0.5499,0.5323,0.7391427358890932,0.7377,MLP520-Tanh-Adagrad-0.01-0
59,0.5525,0.5309,0.7370207950205121,0.7365,MLP520-Tanh-Adagrad-0.01-0
60,0.5548,0.5314,0.7388598104399491,0.7381,MLP520-Tanh-Adagrad-0.01-0
61,0.5486,0.5314,0.7382939595416608,0.7371,MLP520-Tanh-Adagrad-0.01-0
62,0.5515,0.5307,0.7381524968170887,0.7375,MLP520-Tanh-Adagrad-0.01-0
63,0.5555,0.5308,0.7385768849908049,0.7378,MLP520-Tanh-Adagrad-0.01-0
64,0.5521,0.5321,0.7375866459188004,0.7359,MLP520-Tanh-Adagrad-0.01-0
65,0.5537,0.5308,0.7377281086433725,0.7369,MLP520-Tanh-Adagrad-0.01-0
66,0.5551,0.5308,0.7392841986136653,0.7388,MLP520-Tanh-Adagrad-0.01-0
67,0.5556,0.5315,0.7378695713679445,0.7368,MLP520-Tanh-Adagrad-0.01-0
68,0.5484,0.5306,0.7374451831942284,0.7364,MLP520-Tanh-Adagrad-0.01-0
69,0.559,0.5314,0.7377281086433725,0.7369,MLP520-Tanh-Adagrad-0.01-0
70,0.5594,0.5319,0.7377281086433725,0.7368,MLP520-Tanh-Adagrad-0.01-0
71,0.5536,0.5317,0.7378695713679445,0.7368,MLP520-Tanh-Adagrad-0.01-0
72,0.5506,0.5323,0.7380110340925167,0.7363,MLP520-Tanh-Adagrad-0.01-0
73,0.5545,0.5318,0.7382939595416608,0.7369,MLP520-Tanh-Adagrad-0.01-0
74,0.5523,0.5309,0.7385768849908049,0.7378,MLP520-Tanh-Adagrad-0.01-0
75,0.5544,0.5312,0.7382939595416608,0.7373,MLP520-Tanh-Adagrad-0.01-0
76,0.5523,0.5312,0.7380110340925167,0.7369,MLP520-Tanh-Adagrad-0.01-0
77,0.5553,0.5319,0.7375866459188004,0.7363,MLP520-Tanh-Adagrad-0.01-0
78,0.558,0.5325,0.7374451831942284,0.7362,MLP520-Tanh-Adagrad-0.01-0
79,0.5499,0.5309,0.7378695713679445,0.7369,MLP520-Tanh-Adagrad-0.01-0
80,0.5535,0.5309,0.7382939595416608,0.7372,MLP520-Tanh-Adagrad-0.01-0
81,0.5574,0.5308,0.7365964068467958,0.7358,MLP520-Tanh-Adagrad-0.01-0
82,0.5554,0.5315,0.7375866459188004,0.7365,MLP520-Tanh-Adagrad-0.01-0
83,0.5505,0.5306,0.7385768849908049,0.7379,MLP520-Tanh-Adagrad-0.01-0
84,0.5497,0.5309,0.7378695713679445,0.7365,MLP520-Tanh-Adagrad-0.01-0
85,0.5558,0.5311,0.7382939595416608,0.7373,MLP520-Tanh-Adagrad-0.01-0
86,0.5597,0.5321,0.7375866459188004,0.7363,MLP520-Tanh-Adagrad-0.01-0
87,0.5508,0.5308,0.7388598104399491,0.7377,MLP520-Tanh-Adagrad-0.01-0
88,0.5558,0.5312,0.7375866459188004,0.7366,MLP520-Tanh-Adagrad-0.01-0
89,0.5545,0.5311,0.7381524968170887,0.7373,MLP520-Tanh-Adagrad-0.01-0
