epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
90,0.4975,0.5081,0.7446597821474041,0.7438,SmallMLP-Tanh-Adagrad-0.1-0
91,0.4967,0.5072,0.7456500212194087,0.744,SmallMLP-Tanh-Adagrad-0.1-0
92,0.4954,0.5131,0.7484792757108502,0.7483,SmallMLP-Tanh-Adagrad-0.1-0
93,0.4954,0.5106,0.7464987975668411,0.7462,SmallMLP-Tanh-Adagrad-0.1-0
94,0.4961,0.5092,0.7435280803508275,0.7431,SmallMLP-Tanh-Adagrad-0.1-0
95,0.4968,0.5074,0.7467817230159853,0.7451,SmallMLP-Tanh-Adagrad-0.1-0
96,0.4965,0.5077,0.7445183194228321,0.7437,SmallMLP-Tanh-Adagrad-0.1-0
97,0.496,0.5248,0.7390012731645211,0.7388,SmallMLP-Tanh-Adagrad-0.1-0
98,0.4968,0.5073,0.7452256330456924,0.7439,SmallMLP-Tanh-Adagrad-0.1-0
99,0.495,0.5093,0.7476304993634177,0.7447,SmallMLP-Tanh-Adagrad-0.1-0
100,0.4966,0.5087,0.7448012448719762,0.7442,SmallMLP-Tanh-Adagrad-0.1-0
1,0.7145,0.6754,0.6238506153628519,0.5942,SmallMLP-Tanh-RMSprop-0.1-0
2,0.6161,0.6326,0.7160843117838449,0.716,SmallMLP-Tanh-RMSprop-0.1-0
3,0.6232,0.6284,0.7017965766020654,0.6997,SmallMLP-Tanh-RMSprop-0.1-0
4,0.6183,0.6833,0.7206111189701514,0.7121,SmallMLP-Tanh-RMSprop-0.1-0
5,0.6127,0.6233,0.7056160701655114,0.704,SmallMLP-Tanh-RMSprop-0.1-0
6,0.6108,0.7093,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
7,0.6093,0.6634,0.7121233554958268,0.7116,SmallMLP-Tanh-RMSprop-0.1-0
8,0.6292,0.6003,0.7107087282501061,0.7099,SmallMLP-Tanh-RMSprop-0.1-0
9,0.7053,0.7412,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
10,0.7172,0.7248,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
11,0.7127,0.7064,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
12,0.7066,0.7227,0.5062950912434574,0.3361,SmallMLP-Tanh-RMSprop-0.1-0
13,0.6935,0.6638,0.49370490875654266,0.3305,SmallMLP-Tanh-RMSprop-0.1-0
14,0.6195,0.5965,0.7204696562455792,0.7204,SmallMLP-Tanh-RMSprop-0.1-0
