epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
51,0.6958,0.6942,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
52,0.6949,0.6942,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
53,0.6954,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
54,0.6939,0.6936,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
55,0.6955,0.6934,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
56,0.6959,0.6933,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
57,0.6936,0.6974,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
58,0.6946,0.6996,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
59,0.6969,0.6937,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
60,0.6942,0.7036,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
61,0.6961,0.6972,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
62,0.6971,0.6959,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
63,0.6948,0.6939,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
64,0.6951,0.7045,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
65,0.6951,0.6952,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
66,0.6941,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
67,0.6949,0.6934,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
68,0.6967,0.6991,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
69,0.6953,0.6999,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
70,0.6944,0.6941,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
71,0.6959,0.7071,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
72,0.6957,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
73,0.6948,0.6977,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
74,0.6949,0.6942,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
75,0.6959,0.6977,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
76,0.6954,0.694,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
77,0.6943,0.6967,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
78,0.6959,0.6935,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
79,0.6945,0.6942,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
80,0.6963,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
81,0.6944,0.6935,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
82,0.6955,0.6955,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
83,0.695,0.6932,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
84,0.6948,0.695,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
85,0.6947,0.6952,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
86,0.6965,0.6935,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
87,0.6954,0.6975,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
88,0.6955,0.6963,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
89,0.6958,0.6945,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
90,0.6959,0.6946,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
91,0.6946,0.6949,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
92,0.6957,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
93,0.6954,0.695,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
94,0.6951,0.6937,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
95,0.6942,0.6938,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
96,0.6946,0.6931,0.5062950912434574,0.3361,SmallMLP-Sigmoid-SGD-0.1-0
97,0.6946,0.6981,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
98,0.6949,0.6956,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
99,0.6953,0.6941,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
100,0.6976,0.6939,0.49370490875654266,0.3305,SmallMLP-Sigmoid-SGD-0.1-0
1,0.6808,0.588,0.7060404583392276,0.6931,SmallMLP-Tanh-SGD-0.1-0
2,0.559,0.5366,0.7315037487622011,0.724,SmallMLP-Tanh-SGD-0.1-0
3,0.5467,0.5275,0.7392841986136653,0.7375,SmallMLP-Tanh-SGD-0.1-0
4,0.5471,0.5245,0.7370207950205121,0.7358,SmallMLP-Tanh-SGD-0.1-0
5,0.5338,0.5211,0.7412646767576744,0.7377,SmallMLP-Tanh-SGD-0.1-0
6,0.536,0.5208,0.7402744376856698,0.7389,SmallMLP-Tanh-SGD-0.1-0
7,0.525,0.5616,0.6923185740557363,0.6843,SmallMLP-Tanh-SGD-0.1-0
8,0.5362,0.5199,0.7377281086433725,0.7376,SmallMLP-Tanh-SGD-0.1-0
9,0.5245,0.5256,0.7432451549016834,0.7423,SmallMLP-Tanh-SGD-0.1-0
10,0.5181,0.5146,0.7450841703211204,0.7436,SmallMLP-Tanh-SGD-0.1-0
11,0.5244,0.5365,0.7208940444192955,0.7194,SmallMLP-Tanh-SGD-0.1-0
12,0.5277,0.5339,0.7193379544490027,0.7174,SmallMLP-Tanh-SGD-0.1-0
13,0.5237,0.5223,0.7429622294525392,0.7391,SmallMLP-Tanh-SGD-0.1-0
14,0.5211,0.5165,0.746215872117697,0.7434,SmallMLP-Tanh-SGD-0.1-0
15,0.5175,0.5166,0.7397085867873815,0.7397,SmallMLP-Tanh-SGD-0.1-0
16,0.5293,0.5224,0.7436695430753997,0.7398,SmallMLP-Tanh-SGD-0.1-0
17,0.5184,0.5516,0.7251379261564578,0.7116,SmallMLP-Tanh-SGD-0.1-0
18,0.5245,0.5598,0.6930258876785967,0.6833,SmallMLP-Tanh-SGD-0.1-0
19,0.5277,0.543,0.7261281652284624,0.7246,SmallMLP-Tanh-SGD-0.1-0
20,0.5179,0.5162,0.7411232140331023,0.7411,SmallMLP-Tanh-SGD-0.1-0
21,0.5199,0.5238,0.7432451549016834,0.7378,SmallMLP-Tanh-SGD-0.1-0
22,0.5286,0.5191,0.7384354222662328,0.7384,SmallMLP-Tanh-SGD-0.1-0
23,0.5272,0.5212,0.7457914839439808,0.7433,SmallMLP-Tanh-SGD-0.1-0
24,0.5139,0.5199,0.744235393973688,0.7436,SmallMLP-Tanh-SGD-0.1-0
25,0.5073,0.5296,0.7344744659782148,0.7344,SmallMLP-Tanh-SGD-0.1-0
26,0.5143,0.5405,0.7412646767576744,0.7331,SmallMLP-Tanh-SGD-0.1-0
27,0.5141,0.5503,0.7395671240628094,0.7314,SmallMLP-Tanh-SGD-0.1-0
28,0.5131,0.5151,0.7473475739142736,0.7455,SmallMLP-Tanh-SGD-0.1-0
29,0.5188,0.5351,0.7374451831942284,0.7275,SmallMLP-Tanh-SGD-0.1-0
30,0.521,0.5125,0.7429622294525392,0.7419,SmallMLP-Tanh-SGD-0.1-0
31,0.5124,0.51,0.7449427075965483,0.7434,SmallMLP-Tanh-SGD-0.1-0
32,0.5066,0.5218,0.7450841703211204,0.7382,SmallMLP-Tanh-SGD-0.1-0
33,0.5128,0.5126,0.7459329466685528,0.7444,SmallMLP-Tanh-SGD-0.1-0
34,0.5142,0.5385,0.7483378129862781,0.7435,SmallMLP-Tanh-SGD-0.1-0
35,0.5173,0.5215,0.7380110340925167,0.738,SmallMLP-Tanh-SGD-0.1-0
36,0.5123,0.5194,0.7388598104399491,0.7388,SmallMLP-Tanh-SGD-0.1-0
37,0.5216,0.5209,0.7450841703211204,0.741,SmallMLP-Tanh-SGD-0.1-0
38,0.5182,0.5335,0.7320695996604895,0.7314,SmallMLP-Tanh-SGD-0.1-0
39,0.5094,0.5129,0.7406988258593861,0.7406,SmallMLP-Tanh-SGD-0.1-0
40,0.5123,0.5089,0.7463573348422691,0.7458,SmallMLP-Tanh-SGD-0.1-0
41,0.5073,0.5164,0.7456500212194087,0.7401,SmallMLP-Tanh-SGD-0.1-0
42,0.5134,0.5374,0.7317866742113454,0.7207,SmallMLP-Tanh-SGD-0.1-0
43,0.5147,0.5163,0.7469231857405574,0.7453,SmallMLP-Tanh-SGD-0.1-0
44,0.5161,0.5108,0.7421134531051068,0.7419,SmallMLP-Tanh-SGD-0.1-0
45,0.5073,0.5104,0.746215872117697,0.7439,SmallMLP-Tanh-SGD-0.1-0
46,0.5101,0.5106,0.7391427358890932,0.7329,SmallMLP-Tanh-SGD-0.1-0
47,0.5119,0.5082,0.7469231857405574,0.7444,SmallMLP-Tanh-SGD-0.1-0
48,0.5129,0.5083,0.7477719620879898,0.7449,SmallMLP-Tanh-SGD-0.1-0
49,0.5091,0.5149,0.7460744093931249,0.744,SmallMLP-Tanh-SGD-0.1-0
50,0.5099,0.5237,0.740557363134814,0.7344,SmallMLP-Tanh-SGD-0.1-0
51,0.5096,0.5138,0.7446597821474041,0.7445,SmallMLP-Tanh-SGD-0.1-0
52,0.5109,0.5467,0.727401329749611,0.7144,SmallMLP-Tanh-SGD-0.1-0
53,0.5126,0.5556,0.7061819210637997,0.7004,SmallMLP-Tanh-SGD-0.1-0
54,0.5145,0.5789,0.6812844815391145,0.6684,SmallMLP-Tanh-SGD-0.1-0
55,0.5176,0.5177,0.7370207950205121,0.728,SmallMLP-Tanh-SGD-0.1-0
56,0.5126,0.5161,0.7490451266091385,0.7468,SmallMLP-Tanh-SGD-0.1-0
57,0.5117,0.5158,0.7470646484651294,0.7456,SmallMLP-Tanh-SGD-0.1-0
58,0.5063,0.5273,0.7307964351393408,0.7194,SmallMLP-Tanh-SGD-0.1-0
59,0.5121,0.577,0.7265525534021785,0.7133,SmallMLP-Tanh-SGD-0.1-0
60,0.5191,0.5111,0.7481963502617061,0.7467,SmallMLP-Tanh-SGD-0.1-0
61,0.5164,0.5143,0.7491865893337105,0.7477,SmallMLP-Tanh-SGD-0.1-0
62,0.5147,0.5343,0.7208940444192955,0.7182,SmallMLP-Tanh-SGD-0.1-0
63,0.5071,0.5263,0.7378695713679445,0.7374,SmallMLP-Tanh-SGD-0.1-0
64,0.5114,0.5111,0.7501768284057151,0.7473,SmallMLP-Tanh-SGD-0.1-0
65,0.5096,0.5173,0.7455085584948367,0.7452,SmallMLP-Tanh-SGD-0.1-0
66,0.5095,0.5158,0.7433866176262555,0.743,SmallMLP-Tanh-SGD-0.1-0
67,0.5108,0.5095,0.7463573348422691,0.7431,SmallMLP-Tanh-SGD-0.1-0
68,0.5144,0.5115,0.7459329466685528,0.7456,SmallMLP-Tanh-SGD-0.1-0
69,0.5107,0.5539,0.7326354505587778,0.7214,SmallMLP-Tanh-SGD-0.1-0
70,0.5139,0.5343,0.7344744659782148,0.7239,SmallMLP-Tanh-SGD-0.1-0
71,0.5125,0.5151,0.7449427075965483,0.7394,SmallMLP-Tanh-SGD-0.1-0
72,0.5072,0.5222,0.7391427358890932,0.7391,SmallMLP-Tanh-SGD-0.1-0
73,0.5061,0.532,0.7460744093931249,0.7411,SmallMLP-Tanh-SGD-0.1-0
74,0.5083,0.5193,0.7378695713679445,0.7376,SmallMLP-Tanh-SGD-0.1-0
75,0.5094,0.5141,0.7489036638845664,0.7472,SmallMLP-Tanh-SGD-0.1-0
76,0.507,0.5325,0.7313622860376291,0.7306,SmallMLP-Tanh-SGD-0.1-0
77,0.5086,0.5264,0.7339086150799264,0.7337,SmallMLP-Tanh-SGD-0.1-0
78,0.5098,0.5146,0.7481963502617061,0.7434,SmallMLP-Tanh-SGD-0.1-0
79,0.5137,0.5285,0.7354647050502192,0.7354,SmallMLP-Tanh-SGD-0.1-0
80,0.5101,0.5161,0.7282501060970434,0.7271,SmallMLP-Tanh-SGD-0.1-0
81,0.5107,0.5097,0.7493280520582827,0.7466,SmallMLP-Tanh-SGD-0.1-0
82,0.5117,0.5163,0.7479134248125618,0.7428,SmallMLP-Tanh-SGD-0.1-0
83,0.509,0.5155,0.7453670957702645,0.7419,SmallMLP-Tanh-SGD-0.1-0
84,0.5081,0.5119,0.7453670957702645,0.7438,SmallMLP-Tanh-SGD-0.1-0
85,0.5147,0.5394,0.7356061677747914,0.7252,SmallMLP-Tanh-SGD-0.1-0
86,0.5081,0.5125,0.742537841278823,0.7363,SmallMLP-Tanh-SGD-0.1-0
87,0.5093,0.5127,0.7490451266091385,0.7456,SmallMLP-Tanh-SGD-0.1-0
88,0.5041,0.5096,0.7483378129862781,0.7471,SmallMLP-Tanh-SGD-0.1-0
89,0.5069,0.5135,0.7450841703211204,0.7389,SmallMLP-Tanh-SGD-0.1-0
90,0.5128,0.5137,0.7446597821474041,0.742,SmallMLP-Tanh-SGD-0.1-0
91,0.5139,0.5295,0.7476304993634177,0.7421,SmallMLP-Tanh-SGD-0.1-0
92,0.5156,0.5184,0.7428207667279672,0.7426,SmallMLP-Tanh-SGD-0.1-0
93,0.5152,0.5116,0.7397085867873815,0.7397,SmallMLP-Tanh-SGD-0.1-0
94,0.5055,0.5081,0.7490451266091385,0.747,SmallMLP-Tanh-SGD-0.1-0
95,0.5094,0.5139,0.7463573348422691,0.7437,SmallMLP-Tanh-SGD-0.1-0
96,0.5057,0.5161,0.7463573348422691,0.7442,SmallMLP-Tanh-SGD-0.1-0
97,0.5065,0.5174,0.7440939312491158,0.7434,SmallMLP-Tanh-SGD-0.1-0
98,0.5089,0.5149,0.750035365681143,0.7492,SmallMLP-Tanh-SGD-0.1-0
99,0.5092,0.51,0.7469231857405574,0.7465,SmallMLP-Tanh-SGD-0.1-0
100,0.5056,0.5202,0.7299476587919084,0.7291,SmallMLP-Tanh-SGD-0.1-0
1,0.658,0.5564,0.734898854151931,0.7318,SmallMLP-ReLU-SGD-0.1-0
2,0.5749,0.5809,0.6910454095345876,0.6834,SmallMLP-ReLU-SGD-0.1-0
3,0.5629,0.574,0.6995331730089122,0.6768,SmallMLP-ReLU-SGD-0.1-0
4,0.5608,0.5682,0.6872259159711416,0.6594,SmallMLP-ReLU-SGD-0.1-0
5,0.5441,0.5354,0.7356061677747914,0.7355,SmallMLP-ReLU-SGD-0.1-0
6,0.5385,0.5334,0.7206111189701514,0.7062,SmallMLP-ReLU-SGD-0.1-0
7,0.5491,0.5231,0.7411232140331023,0.7396,SmallMLP-ReLU-SGD-0.1-0
8,0.543,0.531,0.7401329749610978,0.7345,SmallMLP-ReLU-SGD-0.1-0
9,0.5369,0.5319,0.7395671240628094,0.7336,SmallMLP-ReLU-SGD-0.1-0
10,0.5476,0.5421,0.7252793888810298,0.7137,SmallMLP-ReLU-SGD-0.1-0
11,0.5371,0.5293,0.7398500495119535,0.7334,SmallMLP-ReLU-SGD-0.1-0
12,0.5443,0.5527,0.7176404017541378,0.701,SmallMLP-ReLU-SGD-0.1-0
13,0.5395,0.5141,0.74437685669826,0.7413,SmallMLP-ReLU-SGD-0.1-0
14,0.5308,0.5215,0.7440939312491158,0.7424,SmallMLP-ReLU-SGD-0.1-0
15,0.5342,0.595,0.6832649596831235,0.6732,SmallMLP-ReLU-SGD-0.1-0
16,0.5478,0.5228,0.7346159287027868,0.7345,SmallMLP-ReLU-SGD-0.1-0
17,0.5437,0.5957,0.6942990521997454,0.6676,SmallMLP-ReLU-SGD-0.1-0
18,0.5273,0.5293,0.7385768849908049,0.7386,SmallMLP-ReLU-SGD-0.1-0
19,0.5546,0.5186,0.7411232140331023,0.7355,SmallMLP-ReLU-SGD-0.1-0
20,0.5447,0.5313,0.734898854151931,0.7256,SmallMLP-ReLU-SGD-0.1-0
21,0.5343,0.5128,0.7422549158296788,0.7416,SmallMLP-ReLU-SGD-0.1-0
22,0.5407,0.53,0.7459329466685528,0.7429,SmallMLP-ReLU-SGD-0.1-0
23,0.5386,0.517,0.7452256330456924,0.7435,SmallMLP-ReLU-SGD-0.1-0
24,0.5322,0.5223,0.7370207950205121,0.7283,SmallMLP-ReLU-SGD-0.1-0
25,0.5429,0.5282,0.7357476304993634,0.7259,SmallMLP-ReLU-SGD-0.1-0
26,0.5497,0.5364,0.7302305842410525,0.7295,SmallMLP-ReLU-SGD-0.1-0
27,0.5598,0.5358,0.7337671523553544,0.7335,SmallMLP-ReLU-SGD-0.1-0
28,0.5349,0.5208,0.7406988258593861,0.7406,SmallMLP-ReLU-SGD-0.1-0
29,0.531,0.5321,0.7224501343895884,0.7207,SmallMLP-ReLU-SGD-0.1-0
30,0.5363,0.5931,0.7406988258593861,0.7407,SmallMLP-ReLU-SGD-0.1-0
31,0.5468,0.5151,0.746215872117697,0.7428,SmallMLP-ReLU-SGD-0.1-0
32,0.5236,0.5367,0.7449427075965483,0.7442,SmallMLP-ReLU-SGD-0.1-0
33,0.5291,0.5399,0.7426793040033951,0.7427,SmallMLP-ReLU-SGD-0.1-0
34,0.5319,0.6209,0.6337530060828972,0.6008,SmallMLP-ReLU-SGD-0.1-0
35,0.5403,0.5329,0.7354647050502192,0.7257,SmallMLP-ReLU-SGD-0.1-0
36,0.5403,0.5128,0.7435280803508275,0.7375,SmallMLP-ReLU-SGD-0.1-0
37,0.5366,0.5252,0.7388598104399491,0.7306,SmallMLP-ReLU-SGD-0.1-0
38,0.5254,0.5147,0.7450841703211204,0.7406,SmallMLP-ReLU-SGD-0.1-0
39,0.5436,0.527,0.7452256330456924,0.7397,SmallMLP-ReLU-SGD-0.1-0
40,0.5345,0.5595,0.7429622294525392,0.7425,SmallMLP-ReLU-SGD-0.1-0
41,0.5438,0.5146,0.7460744093931249,0.7456,SmallMLP-ReLU-SGD-0.1-0
42,0.5266,0.5343,0.7402744376856698,0.7329,SmallMLP-ReLU-SGD-0.1-0
43,0.5325,0.5335,0.7486207384354223,0.747,SmallMLP-ReLU-SGD-0.1-0
44,0.5289,0.5176,0.7453670957702645,0.7451,SmallMLP-ReLU-SGD-0.1-0
45,0.5264,0.5155,0.7469231857405574,0.7416,SmallMLP-ReLU-SGD-0.1-0
46,0.535,0.5294,0.7479134248125618,0.745,SmallMLP-ReLU-SGD-0.1-0
47,0.5203,0.5124,0.7463573348422691,0.7423,SmallMLP-ReLU-SGD-0.1-0
48,0.5267,0.5167,0.7453670957702645,0.7443,SmallMLP-ReLU-SGD-0.1-0
49,0.5378,0.5239,0.7380110340925167,0.7294,SmallMLP-ReLU-SGD-0.1-0
50,0.5281,0.5373,0.7402744376856698,0.7403,SmallMLP-ReLU-SGD-0.1-0
51,0.532,0.5216,0.7449427075965483,0.7444,SmallMLP-ReLU-SGD-0.1-0
52,0.529,0.6734,0.5703777054746074,0.5644,SmallMLP-ReLU-SGD-0.1-0
53,0.5545,0.5886,0.6950063658226058,0.6679,SmallMLP-ReLU-SGD-0.1-0
54,0.5523,0.5462,0.7493280520582827,0.7457,SmallMLP-ReLU-SGD-0.1-0
55,0.5438,0.5176,0.7467817230159853,0.7424,SmallMLP-ReLU-SGD-0.1-0
56,0.5395,0.5323,0.7392841986136653,0.7319,SmallMLP-ReLU-SGD-0.1-0
57,0.5573,0.5423,0.740557363134814,0.7405,SmallMLP-ReLU-SGD-0.1-0
58,0.5603,0.652,0.7452256330456924,0.7445,SmallMLP-ReLU-SGD-0.1-0
59,0.556,0.6102,0.6637431036921771,0.6225,SmallMLP-ReLU-SGD-0.1-0
60,0.5474,0.5242,0.7484792757108502,0.7474,SmallMLP-ReLU-SGD-0.1-0
61,0.5348,0.5558,0.7269769415758948,0.7132,SmallMLP-ReLU-SGD-0.1-0
62,0.5403,0.5389,0.7476304993634177,0.7431,SmallMLP-ReLU-SGD-0.1-0
63,0.5357,0.5366,0.7503182911302871,0.748,SmallMLP-ReLU-SGD-0.1-0
64,0.5268,0.5187,0.7453670957702645,0.7433,SmallMLP-ReLU-SGD-0.1-0
65,0.5272,0.518,0.7459329466685528,0.7448,SmallMLP-ReLU-SGD-0.1-0
66,0.5284,0.528,0.7431036921771114,0.7387,SmallMLP-ReLU-SGD-0.1-0
67,0.5479,0.5141,0.7491865893337105,0.7476,SmallMLP-ReLU-SGD-0.1-0
68,0.5524,0.5792,0.6916112604328759,0.6632,SmallMLP-ReLU-SGD-0.1-0
69,0.5516,0.5307,0.7455085584948367,0.7407,SmallMLP-ReLU-SGD-0.1-0
70,0.5435,0.6456,0.7315037487622011,0.731,SmallMLP-ReLU-SGD-0.1-0
71,0.575,0.7157,0.5123779884000565,0.3504,SmallMLP-ReLU-SGD-0.1-0
72,0.56,0.6838,0.6200311217994059,0.5537,SmallMLP-ReLU-SGD-0.1-0
73,0.541,0.5262,0.7463573348422691,0.7421,SmallMLP-ReLU-SGD-0.1-0
74,0.5445,0.556,0.7156599236101288,0.6976,SmallMLP-ReLU-SGD-0.1-0
75,0.5522,0.5265,0.7401329749610978,0.7326,SmallMLP-ReLU-SGD-0.1-0
76,0.5384,0.5162,0.748054887537134,0.7452,SmallMLP-ReLU-SGD-0.1-0
77,0.5562,0.5423,0.7472061111897015,0.7436,SmallMLP-ReLU-SGD-0.1-0
78,0.5409,0.6098,0.7452256330456924,0.7414,SmallMLP-ReLU-SGD-0.1-0
79,0.544,0.5393,0.7402744376856698,0.733,SmallMLP-ReLU-SGD-0.1-0
80,0.5411,0.5451,0.7184891781015702,0.7161,SmallMLP-ReLU-SGD-0.1-0
81,0.5504,0.5536,0.699250247559768,0.6752,SmallMLP-ReLU-SGD-0.1-0
82,0.5373,0.5737,0.7043429056443627,0.6824,SmallMLP-ReLU-SGD-0.1-0
83,0.5395,0.5157,0.7497524402319988,0.7472,SmallMLP-ReLU-SGD-0.1-0
84,0.5509,0.5256,0.7440939312491158,0.7376,SmallMLP-ReLU-SGD-0.1-0
85,0.5505,0.5151,0.7431036921771114,0.7427,SmallMLP-ReLU-SGD-0.1-0
86,0.5308,0.515,0.7483378129862781,0.7451,SmallMLP-ReLU-SGD-0.1-0
