epoch,epoch_training_loss,epoch_validation_loss,validation_accuracy,validation_f1,model-activation-optimizer-lr-wd
75,0.4983,0.5075,0.7493280520582827,0.7478,SmallMLP-Tanh-Adagrad-0.1-0
76,0.4982,0.5075,0.748054887537134,0.7468,SmallMLP-Tanh-Adagrad-0.1-0
77,0.497,0.5153,0.7432451549016834,0.7432,SmallMLP-Tanh-Adagrad-0.1-0
78,0.4998,0.5085,0.7457914839439808,0.7452,SmallMLP-Tanh-Adagrad-0.1-0
79,0.4979,0.5075,0.749893902956571,0.7484,SmallMLP-Tanh-Adagrad-0.1-0
80,0.4991,0.5074,0.750035365681143,0.7484,SmallMLP-Tanh-Adagrad-0.1-0
81,0.4987,0.5138,0.7466402602914132,0.7416,SmallMLP-Tanh-Adagrad-0.1-0
82,0.4985,0.5078,0.7470646484651294,0.7461,SmallMLP-Tanh-Adagrad-0.1-0
83,0.4973,0.5089,0.7486207384354223,0.7458,SmallMLP-Tanh-Adagrad-0.1-0
84,0.4992,0.5094,0.7497524402319988,0.7464,SmallMLP-Tanh-Adagrad-0.1-0
85,0.4985,0.5075,0.7497524402319988,0.7483,SmallMLP-Tanh-Adagrad-0.1-0
86,0.4981,0.5075,0.750035365681143,0.7481,SmallMLP-Tanh-Adagrad-0.1-0
87,0.4976,0.5079,0.7477719620879898,0.747,SmallMLP-Tanh-Adagrad-0.1-0
88,0.4979,0.5086,0.7486207384354223,0.7479,SmallMLP-Tanh-Adagrad-0.1-0
89,0.4977,0.5077,0.7494695147828547,0.7474,SmallMLP-Tanh-Adagrad-0.1-0
90,0.4977,0.5087,0.7470646484651294,0.7442,SmallMLP-Tanh-Adagrad-0.1-0
91,0.4982,0.5078,0.7487622011599944,0.7475,SmallMLP-Tanh-Adagrad-0.1-0
92,0.4981,0.5124,0.7487622011599944,0.7442,SmallMLP-Tanh-Adagrad-0.1-0
93,0.4975,0.5156,0.7421134531051068,0.7421,SmallMLP-Tanh-Adagrad-0.1-0
94,0.4977,0.5086,0.7472061111897015,0.7466,SmallMLP-Tanh-Adagrad-0.1-0
95,0.498,0.5149,0.7428207667279672,0.7428,SmallMLP-Tanh-Adagrad-0.1-0
96,0.4981,0.5099,0.7497524402319988,0.7462,SmallMLP-Tanh-Adagrad-0.1-0
97,0.4989,0.5119,0.74437685669826,0.7442,SmallMLP-Tanh-Adagrad-0.1-0
98,0.4976,0.5092,0.7453670957702645,0.7449,SmallMLP-Tanh-Adagrad-0.1-0
99,0.4982,0.5079,0.750035365681143,0.7479,SmallMLP-Tanh-Adagrad-0.1-0
100,0.4982,0.5082,0.748054887537134,0.7455,SmallMLP-Tanh-Adagrad-0.1-0
1,0.694,0.6881,0.6196067336256896,0.5822,SmallMLP-Tanh-Adagrad-0.01-0
